"Event_LegacyPollen","Event_PANGAEA","Event_Neotoma","Neotoma_DOI","Data_Source","Site_ID","Dataset_ID","Site_Name","Latitude","Longitude","Elevation","Continent","Archive_Type","Data_Type","Number_Pollen_Samples","AgeModel_Source","Number_Datings","minimum_meanAge","maximum_meanAge","mean_resolution_meanAge","range_meanAge","Site_Description","Submission_Pollendata","Publication_1","Publication_DOI_1","Publication_2","Publication_DOI_2","Publication_3","Publication_DOI_3","Publication_4","Publication_DOI_4","Publication_5","Publication_DOI_5","Publication_6","Publication_DOI_6","Publication_7","Publication_DOI_7","Publication_8","Publication_DOI_8"
"HEMUDUHMD1","",NA,NA,"LegacyPollen 1.0",365,100234,"Hemudu HMD-1",29.967,121.35,6,"Asia","Alluvial/Fluvial","Digitized",71,"Zhou et al. (2022)",18,1878,20012,259.1,18134,NA,"2009","Li, C.H., Tang, L.Y., Wan, H.W., Wang, S.M., Yao, S.C. and Zhang, D.F., 2009. Vegetation and human activity in Yuyao inferred from the sporo-pollen record since the Late Pleistocene. Acta Micropalaeontologica Sinica, 26(1), pp.48-56 (in Chinese).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KUAHUQ2","",NA,NA,"LegacyPollen 1.0",367,100235,"Kuahuqiao 2",30.25,120.2,0,"Asia","Archaeological","Digitized",36,"Zhou et al. (2022)",11,7409,8900,42.6,1491,NA,"2007","Zong, Y., Chen, Z., Innes, J.B., Chen, C., Wang, Z. and Wang, H., 2007. Fire and flood management of coastal swamp enabled first rice paddy cultivation in east China. Nature, 449(7161), pp.459-462.","https://doi.org/10.1038/nature06135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUOJI","",NA,NA,"LegacyPollen 1.0",369,100236,"Luojiang",29.984,121.363,4,"Asia","Alluvial/Fluvial","Digitized",32,"Zhou et al. (2022)",5,1459,13029,373.2,11570,NA,"2008","Atahan, P., Itzstein-Davey, F., Taylor, D., Dodson, J., Qin, J., Zheng, H. and Brooks, A., 2008. Holocene-aged sedimentary records of environmental changes and early agriculture in the lower Yangtze, China. Quaternary Science Reviews, 27(5-6), pp.556-570.","https://doi.org/10.1016/j.quascirev.2007.11.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AKKOL","",NA,NA,"LegacyPollen 1.0",238,100238,"Akkol Lake",50.25,89.625,2204,"Asia","Lake","Digitized",54,"AWI",11,-43,14047,265.8,14090,NA,"2007","Blyakharchuk, T.A., Wright, H.E., Borodavko, P.S., van der Knaap, W.O. and Ammann, B., 2007. Late glacial and Holocene vegetational history of the Altai mountains (southwestern Tuva Republic, Siberia). Palaeogeography, Palaeoclimatology, Palaeoecology, 245(3-4), pp.518-534.","https://doi.org/10.1016/j.palaeo.2006.09.010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAIKAL606-3","CON01-606-3",NA,NA,"LegacyPollen 1.0",239,100239,"Baikal CON01-606-3",52.08333,105.8653,130,"Asia","Lake","Digitized",63,"AWI",12,-50,26154,422.6,26204,NA,"2005","Demske, D., Heumann, G., Granoszewski, W., Nita, M., Mamakowa, K., Tarasov, P.E. and Oberhansli, H., 2005. Late glacial and Holocene vegetation and regional climate variability evidenced in high-resolution pollen records from Lake Baikal. Global and Planetary Change, 46(1-4), pp.255-279.","https://doi.org/10.1016/j.gloplacha.2004.09.020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRUSHA","",NA,NA,"LegacyPollen 1.0",240,100240,"Grusha Lake",50.38333,89.41667,2413,"Asia","Lake","Digitized",41,"AWI",14,1550,14486,323.4,12936,NA,"2007","Blyakharchuk, T.A., Wright, H.E., Borodavko, P.S., van der Knaap, W.O. and Ammann, B., 2007. Late glacial and Holocene vegetational history of the Altai mountains (southwestern Tuva Republic, Siberia). Palaeogeography, Palaeoclimatology, Palaeoecology, 245(3-4), pp.518-534.","https://doi.org/10.1016/j.palaeo.2006.09.010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENDEGEL","",NA,NA,"LegacyPollen 1.0",241,100241,"Kendegelukol Lake",50.5055,87.64167,2050,"Asia","Lake","Digitized",59,"AWI",7,-49,16353,282.8,16402,NA,"2004","Blyakharchuk, T.A., Wright, H.E., Borodavko, P.S., van der Knaap, W.O. and Ammann, B., 2004. Late Glacial and Holocene vegetational changes on the Ulagan high-mountain plateau, Altai Mountains, southern Siberia. Palaeogeography, Palaeoclimatology, Palaeoecology, 209(1-4), pp.259-279.","https://doi.org/10.1016/j.palaeo.2004.02.011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TASHKOL","",NA,NA,"LegacyPollen 1.0",242,100242,"Tashkol Lake",50.45,87.67083,2150,"Asia","Lake","Digitized",53,"AWI",6,2924,16339,258,13415,NA,"2004","Blyakharchuk, T.A., Wright, H.E., Borodavko, P.S., van der Knaap, W.O. and Ammann, B., 2004. Late Glacial and Holocene vegetational changes on the Ulagan high-mountain plateau, Altai Mountains, southern Siberia. Palaeogeography, Palaeoclimatology, Palaeoecology, 209(1-4), pp.259-279.","https://doi.org/10.1016/j.palaeo.2004.02.011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UZUNKOL","",NA,NA,"LegacyPollen 1.0",243,100243,"Uzunkol Lake",50.45404,87.67608,1985,"Asia","Lake","Digitized",83,"AWI",5,-49,17248,210.9,17297,NA,"2004","Blyakharchuk, T.A., Wright, H.E., Borodavko, P.S., van der Knaap, W.O. and Ammann, B., 2004. Late Glacial and Holocene vegetational changes on the Ulagan high-mountain plateau, Altai Mountains, southern Siberia. Palaeogeography, Palaeoclimatology, Palaeoecology, 209(1-4), pp.259-279.","https://doi.org/10.1016/j.palaeo.2004.02.011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gur_sample","Gur_sample",NA,NA,"LegacyPollen 1.0",244,100244,"Gur",50,137.05,35,"Asia","Peat","Digitized",65,"AWI",11,-40,21688,339.5,21728,NA,"2009","Mokhova, L., Tarasov, P., Bazarova, V. and Klimin, M., 2009. Quantitative biome reconstruction using modern and late Quaternary pollen data from the southern part of the Russian Far East. Quaternary Science Reviews, 28(25-26), pp.2913-2926.","https://doi.org/10.1016/j.quascirev.2009.07.018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kiya","Kiya",NA,NA,"LegacyPollen 1.0",245,100245,"Kiya",47.83333,135.6667,100,"Asia","Peat","Digitized",42,"AWI",4,53,10031.5,243.4,9978.5,NA,"2008","Bazarova, V.B., Klimin, M.A., Mokhova, L.M. and Orlova, L.A., 2008. New pollen records of Late Pleistocene and Holocene changes of environment and climate in the Lower Amur River basin, NE Eurasia. Quaternary International, 179(1), pp.9-19.","https://doi.org/10.1016/j.quaint.2007.08.015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pobochnoye","Pobochnoye",NA,NA,"LegacyPollen 1.0",246,100246,"Pobochnoye",53.03333,51.84167,65,"Asia","Peat","Digitized",27,"AWI",16,-52,15499,598.1,15551,NA,"1999","Kremenetski, C.V., Bottger, T., Junge, F.W. and Tarasov, A.G., 1999. Late-and postglacial environment of the Buzuluk area, middle Volga region, Russia. Quaternary Science Reviews, 18(10-11), pp.1185-1203.","https://doi.org/10.1016/S0277-3791(98)00074-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYAPKA","",NA,NA,"LegacyPollen 1.0",247,100247,"Tyapka",53.7,140.1167,4,"Asia","Peat","Digitized",86,"AWI",8,22.5,11691,137.3,11668.5,NA,"2008","Bazarova, V.B., Klimin, M.A., Mokhova, L.M. and Orlova, L.A., 2008. New pollen records of Late Pleistocene and Holocene changes of environment and climate in the Lower Amur River basin, NE Eurasia. Quaternary International, 179(1), pp.9-19.","https://doi.org/10.1016/j.quaint.2007.08.015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARAL86","ARAL86",NA,NA,"LegacyPollen 1.0",248,100248,"Aral Lake",44.42,59.98333,53,"Asia","Lake","Raw",33,"AWI",5,-55,15543,487.4,15598,NA,"1996","Aleshinskaya, Z.V., Tarasov, P.E. and Harrison, S.P., 1996. Aral Sea, Kazakhstan-Uzbekistan. Lake Status Records FSU and Mongolia (pp.108-114).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GANTANG","",NA,NA,"LegacyPollen 1.0",12,100249,"Gantang SZY",26.767,119.033,1007,"Asia","Peat","Digitized",185,"Zhou et al. (2022)",7,274,47211,255.1,46937,NA,"2012","Yue, Y., Zheng, Z., Huang, K., Chevalier, M., Chase, B.M., Carre, M., Ledru, M.P. and Cheddadi, R., 2012. A continuous record of vegetation and climate change over the past 50,000 years in the Fujian Province of eastern subtropical China. Palaeogeography, Palaeoclimatology, Palaeoecology, 365, pp.115-123.","https://doi.org/10.1016/j.palaeo.2012.09.018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUGUAN","",NA,NA,"LegacyPollen 1.0",38,100250,"Huguangyan Maar Lake B",21.15,110.283,88,"Asia","Lake","Digitized",20,"Zhou et al. (2022)",22,725,47809,2478.1,47084,NA,"2003","Mingram, J., Schettler, G., Nowaczyk, N., Luo, X., Lu, H., Liu, J. and Negendank, J.F., 2004. The Huguang maar lake-a high-resolution record of palaeoenvironmental and palaeoclimatic changes over the last 78,000 years from South China. Quaternary International, 122(1), pp.85-107.","https://doi.org/10.1016/j.quaint.2004.02.001","Lu, H.Y., Liu, J.Q., Chu, G.Q., Gu, Z.Y., Negendank, J., Schettler, G. and Mingram, J. 2003. A study on pollen and environment in the Huguangyan Maar Lake since the last glaciation. Acta Palaeontologica Sinica 42(2): 284-291 (in Chinese).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JINGBO","JINGBO",NA,NA,"LegacyPollen 1.0",251,100251,"Jingbo Lake",43.9085,128.75,350,"Asia","Lake","Digitized",225,"AWI",7,-38,9533,42.7,9571,NA,"2011","Li, C., Wu, Y. and Hou, X., 2011. Holocene vegetation and climate in Northeast China revealed from Jingbo Lake sediment. Quaternary International, 229(1-2), pp.67-73.","https://doi.org/10.1016/j.quaint.2009.12.015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XINGKAI","",NA,NA,"LegacyPollen 1.0",252,100252,"Xingkai Lake",45.206,132.509,69,"Asia","Lake","Digitized",185,"AWI",5,122,28648,155,28526,NA,"2010","Wu, J. and Shen, J., 2010. Paleoenviromental and paleoclimatic changes in lake Xingkai inferred from stable carbon and nitrogen isotopes of bulk organic matter since 28 ka BP. Acta Sedimentologica Sinica, 28(2), pp.365-372 (in Chinese).",NA,"Ji, M., Shen, J., Wu, J. and Wang, Y., 2015. Paleovegetation and paleoclimate evolution of past 27.7 cal ka BP recorded by pollen and charcoal of Lake Xingkai, Northeastern China. In: Earth Surface Processes and Environmental Changes in East Asia (pp. 81-94). Springer, Tokyo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QIGANUR","",NA,NA,"LegacyPollen 1.0",192,100253,"Qigai Nuur QGN-2004",39.65,109.9,1329,"Asia","Lake","Digitized",222,"Zhou et al. (2022)",18,34,12976,58.6,12942,NA,"2013","Sun, A. and Feng, Z., 2013. Holocene climatic reconstructions from the fossil pollen record at Qigai Nuur in the southern Mongolian Plateau. The Holocene, 23(10), pp.1391-1402.","https://doi.org/10.1177/0959683613489581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11-CH-12A","11-CH-12A",NA,NA,"LegacyPollen 1.0",254,100254,"11-CH-12A Lake",72.39888,102.2886,60,"Asia","Lake","Digitized",65,"AWI",20,6,7119,111.1,7113,NA,"2016","Klemm, J., Herzschuh, U. and Pestryakova, L.A., 2016. Vegetation, climate and lake changes over the last 7000 years at the boreal treeline in north-central Siberia. Quaternary Science Reviews, 147, pp.422-434.","https://doi.org/10.1016/j.quascirev.2015.08.015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACHITNUUR","",NA,NA,"LegacyPollen 1.0",256,100256,"Achit Nuur",49.41667,90.51667,1444,"Asia","Lake","Digitized",80,"AWI",10,-52,20608.5,261.5,20660.5,NA,"2013","Sun, A., Feng, Z., Ran, M. and Zhang, C., 2013. Pollen-recorded bioclimatic variations of the last1/2 22,600 years retrieved from Achit Nuur core in the western Mongolian Plateau. Quaternary International, 311, pp.36-43.","https://doi.org/10.1016/j.quaint.2013.07.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baikal_Lake-CON01-605-3","Baikal_Lake-CON01-605-3",NA,NA,"LegacyPollen 1.0",257,100257,"Baikal Lake-CON01-605-3",51.585,104.8547,675,"Asia","Lake","Digitized",86,"AWI",8,8977,18759,115.1,9782,NA,"2005","Demske, D., Heumann, G., Granoszewski, W., Nita, M., Mamakowa, K., Tarasov, P.E. and Oberhansli, H., 2005. Late glacial and Holocene vegetation and regional climate variability evidenced in high-resolution pollen records from Lake Baikal. Global and Planetary Change, 46(1-4), pp.255-279.","https://doi.org/10.1016/j.gloplacha.2004.09.020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baikal_Lake-CON01-605-5","Baikal_Lake-CON01-605-5 (CON01-605-5)",NA,NA,"LegacyPollen 1.0",258,100258,"Baikal Lake-CON01-605-5",51.58361,104.8517,665,"Asia","Lake","Digitized",89,"AWI",13,876,11608,122,10732,NA,"2005","Demske, D., Heumann, G., Granoszewski, W., Nita, M., Mamakowa, K., Tarasov, P.E. and Oberhansli, H., 2005. Late glacial and Holocene vegetation and regional climate variability evidenced in high-resolution pollen records from Lake Baikal. Global and Planetary Change, 46(1-4), pp.255-279.","https://doi.org/10.1016/j.gloplacha.2004.09.020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Big_Yarovoe_Lake_2008-3","Big_Yarovoe_Lake_2008-3",NA,NA,"LegacyPollen 1.0",259,100259,"Big Yarovoe Lake",52.8526,78.62668,79,"Asia","Lake","Raw",23,"AWI",4,-10,5118,233.1,5128,NA,"2012","Rudaya, N., Nazarova, L., Nourgaliev, D., Palagushkina, O., Papin, D. and Frolova, L., 2012. Mid-late Holocene environmental history of Kulunda, southern West Siberia: vegetation, climate and humans. Quaternary Science Reviews, 48, pp.32-42.","https://doi.org/10.1016/j.quascirev.2012.06.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cheremushka_Bog","Cheremushka_Bog",NA,NA,"LegacyPollen 1.0",260,100260,"Cheremushka Bog",52.75,108.083,1500,"Asia","Peat","Digitized",73,"AWI",6,-51,41810,581.4,41861,NA,"2009","Shichi, K., Takahara, H., Krivonogov, S.K., Bezrukova, E.V., Kashiwaya, K., Takehara, A. and Nakamura, T., 2009. Late Pleistocene and Holocene vegetation and climate records from Lake Kotokel, central Baikal region. Quaternary International, 205(1-2), pp.98-110.","https://doi.org/10.1016/j.quaint.2009.02.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chernaya_Gorka","Chernaya_Gorka",NA,NA,"LegacyPollen 1.0",261,100261,"Chernaya Gorka",67.08333,65.35,170,"Asia","Lake","Digitized",45,"AWI",4,6604,10624,91.4,4020,NA,"2006","Jankovska, V., Andreev, A.A. and Panova, N.K., 2006. Holocene environmental history on the eastern slope of the Polar Ural Mountains, Russia. Boreas, 35(4), pp.650-661.","https://doi.org/10.1111/j.1502-3885.2006.tb01171.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolgoe_Ozero","Dolgoe_Ozero",NA,NA,"LegacyPollen 1.0",262,100262,"Dolgoe Ozero",71.86667,127.0667,40,"Asia","Lake","Digitized",73,"AWI",8,-61,16468,229.6,16529,NA,"2001","Pisaric, M.F.J., MacDonald, G.M., Velichko, A.A. and Cwynar, L.C., 2001. The Lateglacial and Postglacial vegetation history of the northwestern limits of Beringia, based on pollen, stomate and tree stump evidence. Quaternary Science Reviews, 20(1-3), pp.235-245.","https://doi.org/10.1016/S0277-3791(00)00120-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khanda","Khanda",NA,NA,"LegacyPollen 1.0",265,100265,"Khanda",55.44,107,713,"Asia","Peat","Digitized",42,"AWI",6,-53,6079,149.6,6132,NA,"2011","Bezrukova, E.V., Belov, A.V. and Orlova, L.A., 2011. Holocene vegetation and climate variability in North Pre-Baikal region, East Siberia, Russia. Quaternary International, 237(1-2), pp.74-82.","https://doi.org/10.1016/j.quaint.2011.01.012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khanda-1","Khanda-1",NA,NA,"LegacyPollen 1.0",266,100266,"Khanda-1",55.44,107,713,"Asia","Peat","Digitized",55,"AWI",3,24,3118,57.3,3094,NA,"2011","Bezrukova, E.V., Belov, A.V. and Orlova, L.A., 2011. Holocene vegetation and climate variability in North Pre-Baikal region, East Siberia, Russia. Quaternary International, 237(1-2), pp.74-82.","https://doi.org/10.1016/j.quaint.2011.01.012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAB2-95","LAB2-95",NA,NA,"LegacyPollen 1.0",267,100267,"LAB2-95",72.38167,99.86167,65,"Asia","Peat","Raw",12,"AWI",6,2852,13771,992.6,10919,NA,"2002","Andreev, A.A., Siegert, C., Klimanov, V.A., Derevyagin, A.Y., Shilova, G.N. and Melles, M., 2002. Late Pleistocene and Holocene vegetation and climate on the Taymyr lowland, northern Siberia. Quaternary Research, 57(1), pp.138-150.","https://doi.org/10.1006/qres.2001.2302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOTOKEL2010","KTK2",NA,NA,"LegacyPollen 1.0",268,100268,"Lake Kotokel_2010",52.78333,108.1167,458,"Asia","Lake","Digitized",45,"AWI",11,-51,22273,507.4,22324,NA,"2010","Bezrukova, E.V., Tarasov, P.E., Solovieva, N., Krivonogov, S.K. and Riedel, F., 2010. Last glacial-interglacial vegetation and environmental dynamics in southern Siberia: Chronology, forcing and feedbacks. Palaeogeography, Palaeoclimatology, Palaeoecology, 296(1-2), pp.185-198.","https://doi.org/10.1016/j.palaeo.2010.07.020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAO6-96","LAO6-96",NA,NA,"LegacyPollen 1.0",271,100271,"LAO6-96",72.39,99.715,65,"Asia","Peat","Digitized",38,"AWI",5,7722,28546,562.8,20824,NA,"2002","Andreev, A.A., Siegert, C., Klimanov, V.A., Derevyagin, A.Y., Shilova, G.N. and Melles, M., 2002. Late Pleistocene and Holocene vegetation and climate on the Taymyr lowland, northern Siberia. Quaternary Research, 57(1), pp.138-150.","https://doi.org/10.1006/qres.2001.2302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laptev_PM9462","Laptev_PM9462",NA,NA,"LegacyPollen 1.0",272,100272,"Laptev PM9462",73.50333,136.005,0,"Asia","Marine","Digitized",92,"Cao et al. (2020)",11,200,9320,100.2,9120,NA,"2001","Naidina, O.D. and Bauch, H.A., 2001. A Holocene pollen record from the Laptev Sea shelf, northern Yakutia. Global and Planetary Change, 31(1-4), pp.141-153.","https://doi.org/10.1016/S0921-8181(01)00117-5","Bauch, H.A., Kassens, H., Naidina, O.D., Kunz-Pirrung, M. and Thiede, J., 2001. Composition and flux of Holocene sediments on the eastern Laptev Sea shelf, Arctic Siberia. Quaternary Research, 55(3), pp.344-351.","https://doi.org/10.1006/qres.2000.2223","Bauch, H.A., Kassens, H., Naidina, O.D., Kunz-Pirrung, M. and Thiede, J., 2001. Composition and flux of Holocene sediments on the eastern Laptev Sea shelf, Arctic Siberia. Quaternary Research, 55(3), pp.344-351.","https://doi.org/10.1006/qres.2000.2223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PG1228","PG1228",NA,NA,"LegacyPollen 1.0",273,100273,"Levinson-Lessing Lake",74.473,98.636,47,"Asia","Lake","Raw",90,"AWI",24,-47,34498,388.1,34545,NA,"2003","Andreev, A.A., Tarasov, P.E., Siegert, C., Ebel, T., Klimanov, V.A., Melles, M., Bobrov, A.A., Dereviagin, A.Y., Lubinski, D.J. and HUBBERTEN, H.W., 2003. Late Pleistocene and Holocene vegetation and climate on the northern Taymyr Peninsula, Arctic Russia. Boreas, 32(3), pp.484-505.","https://doi.org/10.1111/j.1502-3885.2003.tb01230.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melkoye_Lake_core","Melkoye_Lake_core",NA,NA,"LegacyPollen 1.0",275,100275,"Melkoye Lake",64.85833,175.2333,36,"Asia","Lake","Raw",31,"AWI",21,-49,39391,1314.7,39440,NA,"2013","Lozhkin, A. and Anderson, P., 2013. Late Quaternary lake records from the Anadyr lowland, central Chukotka (Russia). Quaternary Science Reviews, 68, pp.1-16.","https://doi.org/10.1016/j.quascirev.2013.02.007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okunayka","Okunayka",NA,NA,"LegacyPollen 1.0",276,100276,"Okunayka",55.52,108.47,1450,"Asia","Peat","Digitized",53,"AWI",6,-44,8973,173.4,9017,NA,"2011","Bezrukova, E.V., Belov, A.V. and Orlova, L.A., 2011. Holocene vegetation and climate variability in North Pre-Baikal region, East Siberia, Russia. Quaternary International, 237(1-2), pp.74-82.","https://doi.org/10.1016/j.quaint.2011.01.012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patricia_Lake","Patricia_Lake",NA,NA,"LegacyPollen 1.0",278,100278,"Patricia Lake",63.325,176.5,121,"Asia","Lake","Raw",66,"AWI",12,-52,24316.5,374.9,24368.5,NA,"2015","Anderson, P.M. and Lozhkin, A.V., 2015. Late quaternary vegetation of Chukotka (Northeast Russia), implications for glacial and holocene environments of Beringia. Quaternary Science Reviews, 107, pp.112-128.","https://doi.org/10.1016/j.quascirev.2014.10.016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pernatoye_Lake","Pernatoye_Lake",NA,NA,"LegacyPollen 1.0",279,100279,"Pernatoye Lake",50.0405,155.3952,6,"Asia","Lake","Raw",61,"AWI",8,31,11280,187.5,11249,NA,"2015","Anderson, P., Minyuk, P., Lozhkin, A., Cherepanova, M., Borkhodoev, V. and Finney, B., 2015. A multiproxy record of Holocene environmental changes from the northern Kuril Islands (Russian Far East). Journal of paleolimnology, 54(4), pp.379-393.","https://doi.org/10.1007/s10933-015-9858-y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sakhalin_Island_Khoe","Sakhalin_Island_Khoe",NA,NA,"LegacyPollen 1.0",280,100280,"Sakhalin Island_Khoe",51.34,142.14,15,"Asia","Coast","Digitized",113,"AWI",8,-52,42291,378.1,42343,NA,"2015","Leipe, C., Nakagawa, T., Gotanda, K., Muller, S. and Tarasov, P.E., 2015. Late Quaternary vegetation and climate dynamics at the northern limit of the East Asian summer monsoon and its regional and global-scale controls. Quaternary Science Reviews, 116, pp.57-71.","https://doi.org/10.1016/j.quascirev.2015.03.012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salym-Yugan","Salym-Yugan",NA,NA,"LegacyPollen 1.0",281,100281,"Salym-Yugan A",60.01667,72.08333,58,"Asia","Peat","Digitized",50,"AWI",6,218,10958,219.2,10740,NA,"2002","Pitkanen, A., Turunen, J., Tahvanainen, T. and Tolonen, K., 2002. Holocene vegetation history from the Salym-Yugan mire area, West Siberia. The Holocene, 12(3), pp.353-362.","https://doi.org/10.1191/0959683602hl533rp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHAAMAR","SHAAMAR",NA,NA,"LegacyPollen 1.0",282,100282,"Shaamar",50.2,105.2,650,"Asia","Loess/Palaeosol","Digitized",65,"AWI",11,-47,37217,582.2,37264,NA,"2013","Ma, Y., Liu, K.B., Feng, Z., Meng, H., Sang, Y., Wang, W. and Zhang, H., 2013. Vegetation changes and associated climate variations during the past1/2 38,000 years reconstructed from the Shaamar eolian-paleosol section, northern Mongolia. Quaternary International, 311, pp.25-35.","https://doi.org/10.1016/j.quaint.2013.08.037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TSOKAR","",NA,NA,"LegacyPollen 1.0",283,100283,"Tso Kar Lake",33.30884,78.02516,4527,"Asia","Lake","Digitized",31,"AWI",29,-45,15439,516.1,15484,NA,"2009","Demske, D., Tarasov, P.E., Wunnemann, B. and Riedel, F., 2009. Late glacial and Holocene vegetation, Indian monsoon and westerly circulation in the Trans-Himalaya recorded in the lacustrine pollen sequence from Tso Kar, Ladakh, NW India. Palaeogeography, Palaeoclimatology, Palaeoecology, 279(3-4), pp.172-185.","https://doi.org/10.1016/j.palaeo.2009.05.008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TSOMOR","",NA,NA,"LegacyPollen 1.0",295,100284,"Tso Moriri Lake",32.929,78.323,4522,"Asia","Lake","Raw",79,"Zhou et al. (2022)",7,30,12031,153.9,12001,NA,"2014","Leipe, C., Demske, D., Tarasov, P.E. and Members, H.P., 2014. A Holocene pollen record from the northwestern Himalayan lake Tso Moriri: implications for palaeoclimatic and archaeological research. Quaternary International, 348, pp.93-112.","https://doi.org/10.1016/j.quaint.2013.05.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
